,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id ,RT,Hashtag,Clean Tweets,Subjectivity Score,Polarity Score,Analysis
3013,"@AdamWorkman_ Yous will be lucky to finish top 4 tbh, can see Chelsea going on a run it’ll be between yous and Liverpool",Ryankentloyalis,ryan kent YT,"Glasgow, Scotland🇬🇧",418,671,0,1037,2021-03-03 22:37:47,1367242831836762113,Tweet,False,"_ Yous will be lucky to finish top 4 tbh, can see Chelsea going on a run it’ll be between yous and Liverpool",0.6666666666666667,0.41666666666666663,Positive
3014,"RT @DominicFarrell: When I was a kid, Liverpool docks went into terminal decline as the focus became 'Europe' and also containerisation req…",fozzer2006,Fozzer,,3049,946,2,17489,2021-03-03 22:37:47,1367242828171022338,Retweet,False," When I was a kid, Liverpool docks went into terminal decline as the focus became 'Europe' and also containerisation req…",0.0,0.0,Neutral
3015,"RT @LDNFootbalI: With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",thomastimsytom,Albert Thomas,"Cobham, South East",2408,2010,0,5515,2021-03-03 22:37:43,1367242815323860992,Retweet,False," With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",0.45,0.0,Neutral
3016,RT @Rachael_Swindon: Good luck to the next Mayor of Liverpool x https://t.co/92p2VPdyXX,HoughPauline,Pauline hough. GTTO 🌹🌹🌹,,576,891,8,25476,2021-03-03 22:37:43,1367242815239950338,Retweet,False, Good luck to the next Mayor of Liverpool x ,0.30000000000000004,0.35,Positive
3017,"@Solutionprovida @Wazza23666 Joe was arrested 10 Dec, so it's not 6 months. Whichever way you look at it she doesn'… https://t.co/Dd7yhUII7g",LobsterPot6,LobsterPot,,76,149,0,768,2021-03-03 22:37:42,1367242810571640837,Tweet,False,"  Joe was arrested 10 Dec, so it's not 6 months. Whichever way you look at it she doesn'… ",0.0,0.0,Neutral
3018,RT @jimmymcbride1: Liverpool absolutely spot on regarding international games &amp; every other club should do the same &amp; follow their stance…,AscendancyRich,Richard Sullivan,"Wales, United Kingdom",274,747,14,2805,2021-03-03 22:37:40,1367242799460937730,Retweet,False, Liverpool absolutely spot on regarding international games &amp; every other club should do the same &amp; follow their stance…,0.35,0.018750000000000003,Positive
3019,"RT @redsarah99: ""Rotherham has just become the UK’s third right-to-food town after a near-unanimous vote by the borough council this evenin…",ironstu13,Stuart Mottram,"Almería, Spain",211,691,0,1554,2021-03-03 22:37:40,1367242799288971267,Retweet,False," ""Rotherham has just become the UK’s third right-to-food town after a near-unanimous vote by the borough council this evenin…",0.0,0.0,Neutral
3020,"RT @lukwagomarvin: You look at the league standings, Liverpool is sixth, Arsenal is tenth, Spurs is eighth and Chelsea is struggling to mak…",lukwagomarvin,marvin,"Kampala, Uganda",1169,1761,0,27151,2021-03-03 22:37:39,1367242796495630338,Retweet,False," You look at the league standings, Liverpool is sixth, Arsenal is tenth, Spurs is eighth and Chelsea is struggling to mak…",0.0,0.0,Neutral
3021,"RT @1JamesCHELSEA: Lookback

Liverpool 0 - 2 Chelsea 2010

Goals-
@didierdrogba ⚽
Frank Lampard ⚽

#CFC #KTBFFH #CAREFREE https://t.co/WOgi…",1JamesCHELSEA,ChelseaLookback,,11624,9290,28,79886,2021-03-03 22:37:38,1367242792775213059,Retweet,True," Lookback

Liverpool 0 - 2 Chelsea 2010

Goals-
 ⚽
Frank Lampard ⚽

CFC KTBFFH CAREFREE ",0.0,0.0,Neutral
3022,"@stebevan @mseymour84 Yeah so how is ""When Utd topped the league, it was because of how poor the league"" relevant?… https://t.co/2fK8sBROJn",sardine_kicker,Sardine Kicker,"Houston, TX",159,2684,1,15232,2021-03-03 22:37:38,1367242791110074374,Tweet,False,"  Yeah so how is ""When Utd topped the league, it was because of how poor the league"" relevant?… ",0.6,-0.4,Negative
3023,"RT @Mcfc_James_: 21 wins in a row for city🤯
✅ Southampton
✅ Arsenal
✅ Newcastle 
✅ Chelsea
✅ Man Utd
✅ Birmingham
✅ Brighton
✅ Crystal Pala…",tarnecki,Paul Tarnecki #WeWantStargate,"ÜT: 52.995776,-1.136576",3994,1900,18,8324,2021-03-03 22:37:36,1367242784705368065,Retweet,False,"_ 21 wins in a row for city🤯
✅ Southampton
✅ Arsenal
✅ Newcastle 
✅ Chelsea
✅ Man Utd
✅ Birmingham
✅ Brighton
✅ Crystal Pala…",0.2,0.3,Positive
3024,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,beebryte,bright paddy,Ghana,318,1436,0,12615,2021-03-03 22:37:36,1367242783874977793,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
3025,"RT @FreddysNewN2_: Is Pep Guardiola a great manager? Yes of course. But he'd never accept a challenge like Klopp did at Liverpool, or like…",just_sickb0y,Edu Dercolto,,20,214,0,1269,2021-03-03 22:37:35,1367242778338414602,Retweet,False,"_ Is Pep Guardiola a great manager? Yes of course. But he'd never accept a challenge like Klopp did at Liverpool, or like…",0.75,0.8,Positive
3026,@goal That's because he takes risks always trying to create something from nothing...and u fucking liverpool fan ma… https://t.co/Bojs5zmvTE,odeikogi,Ode Ikogi,"benue,nigeria",14,124,0,46,2021-03-03 22:37:34,1367242777516331008,Tweet,False, That's because he takes risks always trying to create something from nothing...and u fucking liverpool fan ma… ,0.8,-0.6,Negative
3027,RT @LFCTransferRoom: 🚨BREAKING: The Champions League second leg between Liverpool and RB Leizpig will be played in Budapest in the Puskás A…,Lonwabo_Mbuqe,Lonwabo_ Mbuqe,"Gauteng, Johannesburg.",384,1462,35,986,2021-03-03 22:37:34,1367242775939276801,Retweet,False, 🚨BREAKING The Champions League second leg between Liverpool and RB Leizpig will be played in Budapest in the Puskás A…,0.0,0.0,Neutral
3028,RT @BillingReeves: I am blessed to be surrounded by such wonderful people as @JudeLennonBooks who has sent me this excellent message of sup…,clarawilliams62,Clara Williams,United Kingdom,1149,1814,31,7054,2021-03-03 22:37:26,1367242743127236609,Retweet,False, I am blessed to be surrounded by such wonderful people as  who has sent me this excellent message of sup…,0.8333333333333334,0.6666666666666666,Positive
3029,@MG11Gunwood Some united fans want chelsea Liverpool and Leicester to get top 4 so ole gets sacked that’s how bad some of u want him gone,cfc_adam8,Adam🫐,,1593,1156,5,9941,2021-03-03 22:37:26,1367242742879821824,Tweet,False, Some united fans want chelsea Liverpool and Leicester to get top 4 so ole gets sacked that’s how bad some of u want him gone,0.5833333333333333,-0.09999999999999992,Negative
3030,"RT @BBCMOTD: #mufc have had SIX goalless draws this season in the Premier League:

0-0 v Palace (A)
0-0 v Chelsea (A)
0-0 v Arsenal (A)
0-0…",iam_OGD,Gundu,Abuja.,1578,527,40,1020,2021-03-03 22:37:23,1367242730489868289,Retweet,True," mufc have had SIX goalless draws this season in the Premier League

0-0 v Palace (A)
0-0 v Chelsea (A)
0-0 v Arsenal (A)
0-0…",0.0,0.0,Neutral
3031,"@monkey_sponge He will not go to any Premiership team apart from Liverpool and that won’t be for a few years.
LOL a… https://t.co/9H5GksFp5w",AtholBrose,Athol Brose,hamilton,42,112,0,2818,2021-03-03 22:37:23,1367242729697144833,Tweet,False," He will not go to any Premiership team apart from Liverpool and that won’t be for a few years.
LOL a… ",0.39999999999999997,0.30000000000000004,Positive
3032,"@Dc_Haryeni @dannyakins55 @Vintage_Utd Then we need a better coach, how'd a team not have a style to break down opp… https://t.co/b1IXxFg1X4",MuminOmoyeni,Aa,"Ogun, Nigeria",1411,2609,0,18097,2021-03-03 22:37:23,1367242729374195716,Tweet,False,"   Then we need a better coach, how'd a team not have a style to break down opp… ",0.3944444444444445,0.17222222222222222,Positive
3033,"RT @JRCooper26: Only five teams (Liverpool, Man City, Leicester x2, Burnley and Newcastle) have won their Premier League match directly aft…",RPlufc93,Ryan,,725,1574,6,44110,2021-03-03 22:37:22,1367242724034801669,Retweet,False," Only five teams (Liverpool, Man City, Leicester x2, Burnley and Newcastle) have won their Premier League match directly aft…",0.7,0.05,Positive
3034,"RT @frankevans074: Liverpool hate Scabs 
Liverpool will not rollover to Starmer/Rayner/Evans",Janetknight50is,Janet knight,"Honiton, England",366,594,1,61299,2021-03-03 22:37:21,1367242719672688642,Retweet,False," Liverpool hate Scabs 
Liverpool will not rollover to Starmer/Rayner/Evans",0.9,-0.8,Negative
3035,"Fun fact: Liverpool lead in their opening 6 Premier League matches of 2019/20 (Norwich, Southampton, Arsenal, Burnl… https://t.co/6Sue3tLx6N",LFCHadouken,-,,2756,588,18,6442,2021-03-03 22:37:20,1367242717814661124,Tweet,False,"Fun fact Liverpool lead in their opening 6 Premier League matches of 2019/20 (Norwich, Southampton, Arsenal, Burnl… ",0.2,0.3,Positive
3036,"RT @StevenW69808657: So Joanne Anderson, one of Keiths two scabs running to be Labour candidate for Mayor of Liverpool, worked at the Crown…",PhillipsBarrie,Operation Cupcake, U.K.,6024,5023,51,478516,2021-03-03 22:37:19,1367242713330970624,Retweet,False," So Joanne Anderson, one of Keiths two scabs running to be Labour candidate for Mayor of Liverpool, worked at the Crown…",0.0,0.0,Neutral
3037,"RT @Zzeronair: Some United fans claimed we are progressing. No we are not!!!

Reason is: 
Arsenal is shit
Chelsea is shit
Liverpool is shit…",kofi_ankamah,Kofi Giggs 🇬🇧🇬🇭,"London, England",656,956,1,635,2021-03-03 22:37:19,1367242711560900608,Retweet,False," Some United fans claimed we are progressing. No we are not!!!

Reason is 
Arsenal is shit
Chelsea is shit
Liverpool is shit…",0.8,-0.2,Negative
3038,Why is it never Liverpool fans or Chelsea fans in my mentions it’s always lower league or tenth position teams 🥱🥱🥱,Gorzy_MF,Gorz,,2282,1290,15,43436,2021-03-03 22:37:18,1367242710327828482,Tweet,False,Why is it never Liverpool fans or Chelsea fans in my mentions it’s always lower league or tenth position teams 🥱🥱🥱,0.0,0.0,Neutral
3039,@_bxlal_ What point are you making with the SAF and Klopp argument ? Klopp has had a better first 5 years with Live… https://t.co/LOD25ZvEi4,umer_musharaf,Umer,"Bradford, England",527,673,1,22745,2021-03-03 22:37:18,1367242707806998530,Tweet,False,@_ What point are you making with the SAF and Klopp argument ? Klopp has had a better first 5 years with Live… ,0.41666666666666663,0.375,Positive
3040,I remember he said Liverpool was the site of one of these freeports which have 'relaxed' planning permission for bu… https://t.co/OedlffxTC4,staringatclouds,⚫staringatclouds❄️🇬🇧🇪🇺 #FBPE #RejoinEU #3.5%,,2989,2932,9,9757,2021-03-03 22:37:16,1367242702169931777,Tweet,False,I remember he said Liverpool was the site of one of these freeports which have 'relaxed' planning permission for bu… ,0.0,0.0,Neutral
3041,"2/2...Tuchel🗣”So I don’t do that. And will it become easier tomorrow for our No9, whoever will play there? No, prob… https://t.co/d2WDfGQirT",CFCDaily,CFCDaily,England ,122063,301,466,23241,2021-03-03 22:37:15,1367242694448226304,Tweet,False,"2/2...Tuchel🗣”So I don’t do that. And will it become easier tomorrow for our No9, whoever will play there? No, prob… ",0.0,0.0,Neutral
3042,"@EfoDelali Rome, Liverpool all wouldn’t have happened with this mentality",qwame_frimpong,1realNana,"Kumasi, Ghana",1430,4810,6,19882,2021-03-03 22:37:13,1367242687078789120,Tweet,False," Rome, Liverpool all wouldn’t have happened with this mentality",0.0,0.0,Neutral
3043,CRY MORE LIVERPOOL FLOP😭😭 https://t.co/eBc7boXjpa,destinnho,div🧃,,719,714,1,30546,2021-03-03 22:37:12,1367242684360839170,Tweet,False,CRY MORE LIVERPOOL FLOP😭😭 ,0.5,0.5,Positive
3044,RT @CFCDaily: Tuchel🗣“We have to put into relation against whom we are playing. That will maybe not change tomorrow. Whoever expects us to…,_cfcsarah_,sarah🎭,,924,517,6,72946,2021-03-03 22:37:10,1367242675926167553,Retweet,False, Tuchel🗣“We have to put into relation against whom we are playing. That will maybe not change tomorrow. Whoever expects us to…,0.0,0.0,Neutral
3045,"@CatRtw Yeah, I feel we're being saved by those around us, though. Leicester and Liverpool have dropped some equall… https://t.co/YuYR5XaG4X",BlunderbussHB,HB,"Manchester, England",198,1764,1,52787,2021-03-03 22:37:09,1367242671551508483,Tweet,False," Yeah, I feel we're being saved by those around us, though. Leicester and Liverpool have dropped some equall… ",0.0,0.0,Neutral
3046,RT @PaulPaul49: The people of Liverpool (unlike other comparable English cities) have never been given a say on whether or not they wanted…,PaulPaul49,Paul Traynor Bsc,Liverpool UK,2425,1760,227,334387,2021-03-03 22:37:06,1367242659333468164,Retweet,False, The people of Liverpool (unlike other comparable English cities) have never been given a say on whether or not they wanted…,0.1875,-0.0625,Negative
3047,"@lfcpxt @BBCSport This all you got, Liverpool fan who's probably not from Liverpool?
#ncfc https://t.co/xGMnQlOwLy",comeonyouyellow,Ben H🌹💛💚,United Kingdom,388,1432,2,2293,2021-03-03 22:37:05,1367242655835426816,Tweet,True,"  This all you got, Liverpool fan who's probably not from Liverpool?
ncfc ",0.0,0.0,Neutral
3048,@JRcentre Leicester could easily drop out and chelsea Liverpool United all make it,Danny89656802,Danny,,19,79,0,8108,2021-03-03 22:37:05,1367242654543540226,Tweet,False, Leicester could easily drop out and chelsea Liverpool United all make it,0.8333333333333334,0.43333333333333335,Positive
3049,"RT @LDNFootbalI: With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",Uncle__stan,stanley,,640,1000,0,21341,2021-03-03 22:37:05,1367242651926339586,Retweet,False," With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",0.45,0.0,Neutral
3050,@Bobby1972lfcfan Liverpool #UpTheReds #YNWA,dougt_63,Doug Turnbull,Northumberland,5221,5304,32,27484,2021-03-03 22:37:03,1367242645970378756,Tweet,True, Liverpool UpTheReds YNWA,0.0,0.0,Neutral
3051,"RT @OptaJoe: 14 - Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6), af…",noir_khyl,Einstein,"Lagos, Nigeria",231,220,13,8661,2021-03-03 22:37:02,1367242641172164612,Retweet,False," 14 - Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6), af…",0.3333333333333333,0.25,Positive
3052,"@PaulSte1892 @AnfieldWatch Don't tell me that the Liverpool doesn't have money for do that right now, Anfield is th… https://t.co/OfjHQdfxTH",JhonnyPi31,Juanaz_11,,5,61,1,11719,2021-03-03 22:37:00,1367242633320439813,Tweet,False,"  Don't tell me that the Liverpool doesn't have money for do that right now, Anfield is th… ",0.5357142857142857,0.2857142857142857,Positive
3053,RT @frankfieldteam: I lobbied for a free port for Liverpool over the last three years and we now have one despite some local Labour opposit…,Bryncadnocobs,Bryncadno Cobs,"Broad Haven, Pembrokeshire",84,90,0,31355,2021-03-03 22:36:58,1367242625850302466,Retweet,False, I lobbied for a free port for Liverpool over the last three years and we now have one despite some local Labour opposit…,0.2888888888888889,0.13333333333333333,Positive
3054,"@barryokane1 It's seldom a good team performance, we have moments when players produce brilliance but we seldom or… https://t.co/mQEXdereLJ",bazleno16,Barry,"Dundalk, Ire",138,440,2,3277,2021-03-03 22:36:56,1367242616631218176,Tweet,False," It's seldom a good team performance, we have moments when players produce brilliance but we seldom or… ",0.6000000000000001,0.7,Positive
3055,"@BrianCastner They've been such a weird team the last few seasons, beaten us at OT the last 2 seasons, think they b… https://t.co/8o35mG2e4s",CraggerRagger,Craig Ellis,"Manchester, England",326,829,4,32276,2021-03-03 22:36:56,1367242615930822656,Tweet,False," They've been such a weird team the last few seasons, beaten us at OT the last 2 seasons, think they b… ",0.3466666666666667,-0.13999999999999999,Negative
3056,"RT @StevenW69808657: KEITHS CRONY CANDIDATE?

Joanne Anderson, one of Keiths Liverpool mayoral candidates, worked as a Diversity Advisor (i…",alexanderterry,Alexander Terry,Greater London,216,267,1,31688,2021-03-03 22:36:54,1367242608544604163,Retweet,False," KEITHS CRONY CANDIDATE?

Joanne Anderson, one of Keiths Liverpool mayoral candidates, worked as a Diversity Advisor (i…",0.0,0.0,Neutral
3057,RT @GSWG_charity: Absolutely appalled that yet again parents in the Liverpool 8 area cannot get a secondary school placement for their chil…,Patrici38566037,Patricia Harvey,,210,116,0,3811,2021-03-03 22:36:52,1367242601426948098,Retweet,False, Absolutely appalled that yet again parents in the Liverpool 8 area cannot get a secondary school placement for their chil…,0.65,-0.55,Negative
3058,RT @LFCTransferRoom: Liverpool could be given a triple boost this international break as CONMEBOL weigh up the possibility of postponing th…,TomCarroll10,Tom Carroll,"Dublin, Ireland",537,1257,11,72743,2021-03-03 22:36:46,1367242575883632644,Retweet,False, Liverpool could be given a triple boost this international break as CONMEBOL weigh up the possibility of postponing th…,0.0,0.0,Neutral
3059,RT @SteTudor123: The truth is that City has given the Premier League - the 'brand' that it is - immense drama and excitement in its title w…,chubbs2skinny,Chubbs2skinny🇧🇼,Lives under a Rock,372,337,1,99588,2021-03-03 22:36:45,1367242570409988098,Retweet,False, The truth is that City has given the Premier League - the 'brand' that it is - immense drama and excitement in its title w…,1.0,0.0,Neutral
3060,"RT @ryanw2345: City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",liamc1982,conlon1982 #doubtertobeliever 🏆🥇⚽,"Belfast, Northern Ireland",45,90,0,10972,2021-03-03 22:36:43,1367242561593565185,Retweet,False," City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",0.3,1.0,Positive
3061,"Congrats on winning the ""We finished above Liverpool "" trophy.

Ole gargantuan 😍😂 https://t.co/HetcG1ZowB",LadyToluu,The Chairlady|CHAMPIONS OF ENGLAND🎖🥇🏆|19,"London ,In Jesus' name",13807,4047,38,5001,2021-03-03 22:36:40,1367242547819593731,Tweet,False,"Congrats on winning the ""We finished above Liverpool "" trophy.

Ole gargantuan 😍😂 ",0.5499999999999999,0.15,Positive
3062,@MoUtd10 @FinleyPick Relatable as a Liverpool fan,tstev12,Tom,United Kingdom,44,197,0,18298,2021-03-03 22:36:39,1367242546028695556,Tweet,False,  Relatable as a Liverpool fan,0.0,0.0,Neutral
3063,Liverpool absolutely spot on regarding international games &amp; every other club should do the same &amp; follow their sta… https://t.co/zBVXG1qhKD,jimmymcbride1,Jimmy McBride,St Helens,10320,1703,99,88172,2021-03-03 22:36:36,1367242533537865729,Tweet,False,Liverpool absolutely spot on regarding international games &amp; every other club should do the same &amp; follow their sta… ,0.35,0.018750000000000003,Positive
3064,@CoryVerses @bet365 @ChelseaJF5 Maybe if Liverpool had that Chelsea defence,Michael_781,Michael,"Cardiff, Wales ",66,199,0,9491,2021-03-03 22:36:34,1367242524184649736,Tweet,False,   Maybe if Liverpool had that Chelsea defence,0.0,0.0,Neutral
3065,"RT @TheImmortalKop: Ole is a criminal, how is he smiling after a performance like that and I’m a fucking Liverpool fan🤣🤣",FinneyOfwa,Finney,"Nairobi, Kenya",527,551,1,79602,2021-03-03 22:36:34,1367242522368512000,Retweet,False," Ole is a criminal, how is he smiling after a performance like that and I’m a fucking Liverpool fan🤣🤣",0.675,-0.5,Negative
3066,"@TheChelseaWay I think we can beat Liverpool. We were the better team in 3/4 games last season, they don’t scare me… https://t.co/EbUIybniHN",RV_1995,Harvey,,250,783,4,7989,2021-03-03 22:36:33,1367242521034682371,Tweet,False," I think we can beat Liverpool. We were the better team in 3/4 games last season, they don’t scare me… ",0.2833333333333333,0.25,Positive
3067,"How Klopp's glasses, Shankly's typewriter connect Liverpool to club's history https://t.co/rlekdAs2BP https://t.co/hgVoLhbzWg",tlpretender,Tony Larsen ⚽,"New York, USA",1383,1209,45,52632,2021-03-03 22:36:33,1367242519570837504,Tweet,False,"How Klopp's glasses, Shankly's typewriter connect Liverpool to club's history  ",0.0,0.0,Neutral
3068,"RT @SteTudor123: Just a reminder to the journos trying to peddle the City-make-the-league-boring lie. 
Three of City's four PL titles have…",chubbs2skinny,Chubbs2skinny🇧🇼,Lives under a Rock,372,337,1,99588,2021-03-03 22:36:32,1367242517242990598,Retweet,False," Just a reminder to the journos trying to peddle the City-make-the-league-boring lie. 
Three of City's four PL titles have…",0.0,0.0,Neutral
3069,"@FootyRustling It's like Liverpool fans forgot who the commentator was for ""COLLYMORE CLOSING IN...!!!""",MattRAMills,Matt Mills,,104,439,4,17537,2021-03-03 22:36:32,1367242514776743940,Tweet,False," It's like Liverpool fans forgot who the commentator was for ""COLLYMORE CLOSING IN...!!!""",0.0,0.0,Neutral
3070,"RT @LivEchoLFC: Liverpool legend Jamie Carragher's cheeky message to Steven Gerrard after Rangers sending off

#LFC

https://t.co/aYJaDb18zN",Keyyy92,Keely Midgley,Chester - Cheshire,1307,2401,32,141937,2021-03-03 22:36:30,1367242508791549952,Retweet,True," Liverpool legend Jamie Carragher's cheeky message to Steven Gerrard after Rangers sending off

LFC

",0.0,0.0,Neutral
3071,"@mancmcdonald74 If I don't move closer, Liverpool moves closer so it's a win win situation bro. As long as Man Utd moves down 🤣😂",Rvphs,Sir,,2410,2091,0,86040,2021-03-03 22:36:29,1367242503716401155,Tweet,False," If I don't move closer, Liverpool moves closer so it's a win win situation bro. As long as Man Utd moves down 🤣😂",0.3722222222222223,0.3486111111111111,Positive
3072,@conzowaters Can’t see him being sacked. Progress is there. Top 4 and a trophy is a successful season and then up t… https://t.co/rtnCt8prUl,Az__07,Aaron Fletcher,Dereham,369,793,3,2734,2021-03-03 22:36:29,1367242502068039682,Tweet,False, Can’t see him being sacked. Progress is there. Top 4 and a trophy is a successful season and then up t… ,0.725,0.625,Positive
3073,this is why liverpool let you go you bozo https://t.co/3KkfihGS0L,TmightKnowBall,Timi,,227,263,0,36934,2021-03-03 22:36:29,1367242500910448643,Tweet,False,this is why liverpool let you go you bozo ,0.0,0.0,Neutral
3074,RT @Rachael_Swindon: This guy is a councillor in Liverpool? LOL #ReinstateAnnaRothery https://t.co/IEJWuJusb4,Aldousmarx,Shippo 😷,The Potteries ,6828,7500,17,67121,2021-03-03 22:36:27,1367242495164182530,Retweet,True, This guy is a councillor in Liverpool? LOL ReinstateAnnaRothery ,0.7,0.8,Positive
3075,"RT @SkySportsPL: 🗣️ ""Chelsea and Liverpool will be watching that thinking they have a real chance""

@GNev2 fears Manchester United may be s…",joebiz007,Joebiz,Lagos,251,1313,5,871,2021-03-03 22:36:27,1367242492605722626,Retweet,False," 🗣️ ""Chelsea and Liverpool will be watching that thinking they have a real chance""

 fears Manchester United may be s…",0.30000000000000004,0.2,Positive
3076,@PrinceCox110 @Jimgroom92 @LiamPaulCanning We ll have Pogba back too. Looks as if u want Liverpool too climb above us just to prove ur point,UTDindian,UtdWay,,30,162,0,7285,2021-03-03 22:36:25,1367242484493942786,Tweet,False,   We ll have Pogba back too. Looks as if u want Liverpool too climb above us just to prove ur point,0.05,0.0,Neutral
3077,RT @Rachael_Swindon: This guy is a councillor in Liverpool? LOL #ReinstateAnnaRothery https://t.co/IEJWuJusb4,r1tch2e,ritchie 💙,,3506,4339,7,260106,2021-03-03 22:36:22,1367242475425857537,Retweet,True, This guy is a councillor in Liverpool? LOL ReinstateAnnaRothery ,0.7,0.8,Positive
3078,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,frankyfingerz,Boris the Blade,,264,600,3,5219,2021-03-03 22:36:17,1367242452092907522,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
3079,@ManUtd @Mbahdeyforyou 💯 sure Liverpool will finish above Man United I am so sure .,shoboshboey,Michael Shobande,"Luton, England",11,144,0,185,2021-03-03 22:36:16,1367242448053760004,Tweet,False,  💯 sure Liverpool will finish above Man United I am so sure .,0.6259259259259259,0.3333333333333333,Positive
3080,@LordOreos_ @otoiks @GYMRFY @badmankayy Wetin concern arsenal with united and Liverpool. And UCL 😂,chinuaa,It’s Me,,1225,723,6,176,2021-03-03 22:36:13,1367242435923898368,Tweet,False,_    Wetin concern arsenal with united and Liverpool. And UCL 😂,0.0,0.0,Neutral
3081,"RT @SkySportsPL: 🗣️ ""Chelsea and Liverpool will be watching that thinking they have a real chance""

@GNev2 fears Manchester United may be s…",AFLAKNEWSHD,AFLAK NEWS HD,"Lahore, Pakistan",767,1107,0,224,2021-03-03 22:36:13,1367242434485264384,Retweet,False," 🗣️ ""Chelsea and Liverpool will be watching that thinking they have a real chance""

 fears Manchester United may be s…",0.30000000000000004,0.2,Positive
3082,RT @Jackiew80333500: isn't this the bloke who wants to be mayor of Liverpool?,r1tch2e,ritchie 💙,,3506,4339,7,260106,2021-03-03 22:36:12,1367242431821869065,Retweet,False, isn't this the bloke who wants to be mayor of Liverpool?,0.1,0.2,Positive
3083,"RT @ManUnitedZone_: Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6),…",hixata,Krasimir Koychev,Bulgaria,64,405,0,13490,2021-03-03 22:36:11,1367242429397536768,Retweet,False,"_ Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6),…",0.3333333333333333,0.25,Positive
3084,@markNbrogs @McrStrettyEnder Oh a tweet from September before Liverpool fell apart 😂🤣 did you predict what would happen to Liverpool?,banx82,Allan,,451,698,5,21965,2021-03-03 22:36:11,1367242428466393090,Tweet,False,  Oh a tweet from September before Liverpool fell apart 😂🤣 did you predict what would happen to Liverpool?,0.0,0.0,Neutral
3085,"RT @investliverpool: FREEPORT STATUS: A Free Trade Zone for the City Region will contribute around £850m GVA and create 14,000 jobs, as wel…",AnnBPear1,AnnieBP,"Southport, England",257,425,3,35376,2021-03-03 22:36:11,1367242426176262147,Retweet,False," FREEPOSTATUS A Free Trade Zone for the City Region will contribute around £850m GVA and create 14,000 jobs, as wel…",0.8,0.4,Positive
3086,I hope this is being taken out of context because what?? PALACE ARE 13TH BRO?? LIVERPOOL HIT 7 PAST THEM?? AND WE A… https://t.co/EN5dYheGhn,MemphisThePie,𝘽𝙊𝘽𝘽𝙔 𝙄𝙎 𝙁𝙍𝙀𝙀𝙀𝙀!!!,Everywhere!,176,238,0,6531,2021-03-03 22:36:09,1367242419901784070,Tweet,False,I hope this is being taken out of context because what?? PALACE ARE 13TH BRO?? LIVERPOOL HIT 7 PAST THEM?? AND WE A… ,0.125,-0.125,Negative
3087,"RT @TheImmortalKop: Ole is a criminal, how is he smiling after a performance like that and I’m a fucking Liverpool fan🤣🤣",Rajesh_Midda,Middinho LFC,,54,260,0,11717,2021-03-03 22:36:07,1367242412741992450,Retweet,False," Ole is a criminal, how is he smiling after a performance like that and I’m a fucking Liverpool fan🤣🤣",0.675,-0.5,Negative
3088,@_lovebugosaro Even Liverpool knw,hay_steeve,MR ZIRI🤪,,412,617,0,6056,2021-03-03 22:36:07,1367242409738838016,Tweet,False,@ Even Liverpool knw,0.0,0.0,Neutral
3089,"RT @SkySportsPL: 🗣️ ""Chelsea and Liverpool will be watching that thinking they have a real chance""

@GNev2 fears Manchester United may be s…",Richard56633400,Richard,,107,764,1,1405,2021-03-03 22:36:07,1367242408786726917,Retweet,False," 🗣️ ""Chelsea and Liverpool will be watching that thinking they have a real chance""

 fears Manchester United may be s…",0.30000000000000004,0.2,Positive
3090,"RT @AntNumbers: United finishing second, miles of city, and winning fuck all in a year Liverpool have had no centre halves is not progress.",popadomhands,NORWEGIAN SHERWOOD,,617,376,6,18312,2021-03-03 22:36:06,1367242407759122433,Retweet,False," United finishing second, miles of city, and winning fuck all in a year Liverpool have had no centre halves is not progress.",0.45,0.033333333333333326,Positive
